00795799TROSGNISTAN MISSION              IS TD01N140923                    
10795799TROSGNISTAN MISSION                                                     
20795799   9007378                                                              
30795799   9007378140801                                                        
40                  11358700000000010000
40                  13348790000000020000
40                  14803750000000020000
40                  14055700000000010000
40                  12008720000000020000
40                  10418700000000020000
40                  11540790000000010000
40                  13500730000000020000
40                  17134780000000010000
40                  13278730000000020000
40                  13239710000000060000
40                  11925740000000020000
40                  13009790000000070000
40                  17603700000000080000
40                  17600730000000060000
40                  10250710000000020000
40                  17339710000000020000
40                  11934730000000010000
40                  10310790000000020000
40                  15266720000000005000
40                  11720710000000020000
40                  14044740000000020000
40                  14812740000000030000
40                  10392700000000040000
40                  15343790000000020000
40                  13386720000000040000
40                  10884750000000040000
40                  16318780000000040000
40                  12325780000000020000
40                  17590750000000020000
40                  11677740000000010000
40                  14878750000000020000
40                  13464770000000020000
40                  10911720000000020000
40                  10911720000000020000
40                  12419750000000020000
40                  11727740000000120000
40                  10903720000000030000
40                  13904750000000020000
40                  16124720000000070000
40                  12807750000000033000
40                  18723730000000020000
40                  12636720000000030000
40                  17618730000000020000
40                  18657730000000020000
40                  10497740000000020000
40                  11383790000000010000
40                  11476770000000020000
40                  11185790000000040000
40                  11733760000000020000
40                  10323740000000022500
40                  16141710000000005000
40                  14138710000000030000
40                  17168770000000009000
40                  11236780000000020000
40                  18914720000000025000
40                  11256730000000025000
40                  12580780000000020000
40                  13632740000000020000
40                  11102790000000020000
40                  13839750000000020000
40                  16072740000000020000
40                  10703740000000020000
40                  14629770000000020000
40                  17688780000000020000
40                  13512790000000020000
40                  10299740000000020000
40                  11592760000000020000
50795799   90073781408010000231000000008157500                                  
90795799          1408010000231000000008157500                                  
