00795799TROSGNISTAN MISSION              IS TD01N140910                       
10795799TROSGNISTAN MISSION                                                     
20795799   9007378                                                              
30795799   9007378140801                                                        
40                  13702790000000020000
40                  18543710000000020000
40                  17482760000000020000
40                  12843710000000045000
40                  18970730000000017000
40                  17242770000000020000
40                  12360740000000020000
40                  12546710000000020000
40                  13510710000000120000
40                  13510710000000120000
40                  13510710000000120000
50795799   90073781408010000231000000008157500                                  
90795799          1408010000231000000008157500                                  
