00795799TROSGNISTAN MISSION              IS TD01N150114            
10795799TROSGNISTAN MISSION                                                     
20795799   9007378                                                              
30795799   9007378140801                                                        
40                  15042730000000120000
40                  12957730000000020000
40                  14964700000000120000
40                  18717710000000020000
40                  11663700000000020000
40                  12428740000000035000
40                  12428740000000035000
40                  12428740000000035000
40                  12428740000000035000
40                  12428740000000035000
40                  12428740000000035000
40                  16777720000000180000
50795799   90073781408010000231000000008157500                                  
90795799          1408010000231000000008157500                                  
