00795799TROSGNISTAN MISSION              IS TD01N150108             
10795799TROSGNISTAN MISSION                                                     
20795799   9007378                                                              
30795799   9007378140801                                                        
40                  12957730000000020000
40                  14142750000000030000
40                  11960700000000020000
40                  15283710000000020000
40                  13291760000000020000
40                  12768720000000035000
40                  12136770000000040000
40                  16367780000000120000
40                  12541760000000020000
40                  10062790000000020000
40                  11162760000000060000
40                  18323770000000020000
40                  12565770000000020000
40                  15031760000000050000
40                  11587730000000020000
40                  11993710000000020000
40                  17118780000000020000
40                  14454770000000032500
40                  18377720000000050000
40                  15121770000000030000
40                  15121770000000030000
40                  12012760000000020000
40                  13145740000000050000
40                  17207700000000020000
40                  12169770000000060000
50795799   90073781408010000231000000008157500                                  
90795799          1408010000231000000008157500                                  
