00795799TROSGNISTAN MISSION              IS TD01N131024                         
10795799TROSGNISTAN MISSION                                                     
20795799   9007378                                                              
30795799   9007378131024                                                        
40                  10141740000000020000       1000000000037527878              
40                  10244700000000020000       1000000000064035776              
40                  10274730000000020000       1000000000064096521              
40                  10292710000000050000       1000000000064115104              
40                  11328770000000010000       1000000000064022207              
40                  11373710000000020000       1000805708568045915              
40                  11401770000000040000       1000000000064115073              
40                  11402760000000020000       1000000000032127884              
40                  11455720000000040000       1004460366068102576              
40                  11478750000000020000       1000000000064102899              
40                  11508790000000020000       1000000000063008307              
40                  11549700000000010000       1000000000064032859              
40                  11619750000000020000       1000000000064034124              
40                  11638720000000002500       1000000000032153524              
40                  11663700000000020000       1000000000063105343              
40                  11727740000000120000       1000000000064123319              
40                  11801730000000010000       1000000000064101177              
40                  11925740000000020000       1004460366068115845              
40                  11978700000000020000       1000000000064006218              
40                  11978700000000020000       1000000000064006219              
40                  12193770000000020000       1000000000064035901              
40                  12207710000000050000       1000000000063020320              
40                  12215710000000010000       1004452863668182384              
40                  12215710000000020000       1004452863668182383              
40                  12241790000000020000       1000000000064067324              
40                  12255720000000020000       1000000000063112416              
40                  12262730000000020000       1000000000063163670              
40                  12288730000000020000       1000000000064143795              
40                  12293760000000020000       1000805708568026757              
40                  12312730000000020000       1000805708568020026              
40                  12369750000000010000       1000000000064121704              
40                  12625750000000020000       1000000000063164324              
40                  12657760000000020000       1000805708568023358              
40                  12682750000000020000       1000000000061026812              
40                  12732750000000010000       1000000000063130387              
40                  12732750000000010000       1000000000063130388              
40                  12859720000000040000       1000000000064157694              
40                  13239710000000060000       1000856181368076434              
40                  13258770000000005000       1000000000032151007              
40                  13278730000000020000       1000856181368076433              
40                  13577710000000040000       1000805708568032991              
40                  14056790000000020000       1000805708568002142              
40                  14121700000000020000       1000000000063126987              
40                  14363770000000020000       1000856181368076432              
40                  14391730000000020000       1000000000063119699              
40                  14473740000000020000       1000000000064053605              
40                  14478790000000020000       1000000000064128953              
40                  14625710000000040000       1000033194232114474              
40                  14625710000000040000       1000033194232114475              
40                  14680730000000020000       1000000000064099973              
40                  14812740000000030000       1000000000063076608              
40                  14908790000000080000       1000000000063097251              
40                  15031760000000050000       1000000000063128183              
40                  15113770000000020000       1000000000063017470              
40                  15127710000000040000       1001066943068153000              
40                  15279770000000020000       1000000000033008414              
40                  15331730000000050000       1004452863668181110              
40                  15332720000000020000       1004452863668181109              
40                  15586750000000020000       1004460366068096730              
40                  16265710000000095000       1000000000036838483              
40                  16837700000000010000       1000000000064161168              
40                  17201760000000020000       1000000000063077178              
40                  17213720000000110000       1000805708568196791              
40                  17480780000000020000       1000805708568057315              
40                  17556770000000005000       1004460366068110342              
40                  18033780000000040000       1004460366068112896              
40                  18082780000000020000       1000000000033029733              
40                  18378710000000020000       1000805708568030882              
40                  18657730000000020000       1000000000063003405              
40                  18698740000000020000       1000805708568046078              
40                  19711750000000020000       1000000000061021072              
50795799   90073781310240000071000000001947500                                  
90795799          1310240000071000000001947500                                  
