00795799TROSGNISTAN MISSION              IS TD01N150120            
10795799TROSGNISTAN MISSION                                                     
20795799   9007378                                                              
30795799   9007378140801                                                        
40                  10795730000000020000
40                  11358700000000010000
40                  11340710000000020000
40                  11357710000000100000
40                  12842720000000005000
40                  17898740000000110000
40                  10090750000000040000
40                  10118730000000030000
40                  18181780000000020000
40                  11911700000000020000
40                  12290790000000020000
40                  11410760000000020000
40                  14477700000000010000
40                  10956780000000020000
40                  13377730000000020000
40                  11276790000000040000
40                  14631730000000060000
40                  17328740000000010000
40                  17631760000000020000
40                  12773750000000020000
40                  13601710000000020000
40                  10643770000000060000
40                  10633790000000030000
40                  18546780000000020000
40                  13831730000000060000
40                  11625770000000020000
40                  17239720000000020000
40                  13289700000000020000
40                  10353770000000040000
40                  13252730000000040000
40                  15628750000000020000
40                  10912710000000040000
40                  17003760000000030000
40                  17003760000000030000
40                  12694710000000020000
40                  11143700000000020000
40                  14074770000000020000
40                  10240740000000010000
40                  13402720000000010000
40                  12466770000000005000
40                  11376780000000050000
40                  11813790000000020000
40                  18055710000000020000
40                  12001790000000040000
40                  14549740000000040000
40                  11417790000000030000
40                  18461790000000020000
40                  10871700000000030000
40                  18136740000000080000
40                  11442780000000020000
40                  11596720000000005000
40                  10096790000000040000
40                  10299740000000020000
40                  16848770000000020000
40                  10530730000000020000
50795799   90073781408010000231000000008157500                                  
90795799          1408010000231000000008157500                                  
