00795799TROSGNISTAN MISSION              IS TD01N141013                   
10795799TROSGNISTAN MISSION                                                     
20795799   9007378                                                              
30795799   9007378140801                                                        
40                  15449720000000060000
40                  18296700000000040000
40                  14409730000000020000
40                  13013730000000020000
40                  10739720000000020000
40                  14569790000000060000
40                  13918790000000020000
40                  10250710000000020000
40                  11425790000000050000
40                  11993710000000020000
40                  14074770000000020000
40                  10781790000000070000
40                  10765790000000060000
40                  18197700000000040000
40                  17306700000000020000
40                  14577790000000020000
50795799   90073781408010000231000000008157500                                  
90795799          1408010000231000000008157500                                  
