00795799TROSGNISTAN MISSION              IS TD01N150508        
10795799TROSGNISTAN MISSION                                                     
20795799   9007378                                                              
30795799   9007378140801                                                        
40                  10283720000000020000
40                  10594760000000040000
40                  11306730000000011500
40                  11290710000000002500
40                  13880730000000020000
40                  17306700000000020000
40                  10479760000000050000
40                  10872790000000020000
40                  14492710000000020000
40                  10829730000000020000
40                  11483780000000020000
40                  13490750000000020000
40                  12000700000000020000
40                  12000700000000020000
40                  18205700000000020000
40                  19642790000000020000
40                  12565770000000020000
40                  14602780000000020000
40                  14602780000000020000
40                  10792760000000020000
40                  14319720000000020000      
50795799   90073781408010000231000000008157500                                  
90795799          1408010000231000000008157500                                  
