00795799TROSGNISTAN MISSION              IS TD01N150313           
10795799TROSGNISTAN MISSION                                                     
20795799   9007378                                                              
30795799   9007378140801                                                        
40                  12177770000000020000
40                  11763790000000025000
40                  14492710000000020000
40                  10585770000000020000
40                  19740700000000020000
40                  13100770000000020000
50795799   90073781408010000231000000008157500                                  
90795799          1408010000231000000008157500                                  
