00795799TROSGNISTAN MISSION              IS TD01N150109             
10795799TROSGNISTAN MISSION                                                     
20795799   9007378                                                              
30795799   9007378140801                                                        
40                  14048700000000010000
40                  18196710000000020000
40                  11600760000000240000
40                  14586780000000020000
40                  13260730000000020000
40                  14638760000000030000
40                  11709760000000120000
40                  10930790000000020000
40                  10930790000000020000
40                  10930790000000020000
40                  10930790000000020000
40                  10930790000000020000
40                  10930790000000020000
40                  11636740000000020000
40                  13489780000000030000
40                  18111730000000020000
40                  16272720000000105000
40                  16272720000000105000
40                  13068770000000040000
40                  12592740000000035000
40                  12592740000000035000
40                  12592740000000035000
40                  13100770000000020000
40                  15025740000000020000
40                  10256750000000020000
40                  11709760000000120000
50795799   90073781408010000231000000008157500                                  
90795799          1408010000231000000008157500                                  
