00795799TROSGNISTAN MISSION              IS TD01N141010                   
10795799TROSGNISTAN MISSION                                                     
20795799   9007378                                                              
30795799   9007378140801                                                        
40                  13513780000000020000
40                  16139750000000020000
40                  14638760000000030000
40                  16101790000000060000
40                  16227780000000020000
40                  10686750000000020000
40                  10686750000000020000
40                  10686750000000020000
40                  12207710000000050000
40                  11483780000000020000
40                  10943740000000050000
40                  15401780000000020000
40                  15401780000000020000
40                  10559790000000040000
40                  10559790000000040000
40                  10559790000000040000
40                  10559790000000040000
40                  12169770000000040000
50795799   90073781408010000231000000008157500                                  
90795799          1408010000231000000008157500                                  
