00795799TROSGNISTAN MISSION              IS TD01N150409         
10795799TROSGNISTAN MISSION                                                     
20795799   9007378                                                              
30795799   9007378140801                                                        
40                  14644780000000020000
40                  14978740000000040000
40                  13709720000000020000
40                  12793710000000090000
40                  16200790000000020000
40                  16200790000000020000
40                  17449780000000020000
40                  14074770000000020000
40                  11016740000000050000
40                  11016740000000050000
40                  11016740000000050000
40                  16272720000000105000
40                  16272720000000105000
40                  11483780000000020000
40                  12496710000000020000
40                  10585770000000020000
40                  14052730000000030000
40                  18055710000000020000
40                  13100770000000020000
40                  18750790000000020000
40                  11154760000000040000
50795799   90073781408010000231000000008157500                                  
90795799          1408010000231000000008157500                                  
