00795799TROSGNISTAN MISSION              IS TD01N140704                         
10795799TROSGNISTAN MISSION                                                     
20795799   9007378                                                              
30795799   9007378140704                                                        
40                  17974710000000280000
40                  11548710000000010000
40                  13223790000000030000
40                  11768740000000090000
40                  17774730000000040000
40                  14388780000000100000
40                  12243770000000020000
40                  17328740000000050000
40                  13480770000000010000
40                  12810700000000020000
40                  11281720000000020000
40                  11395750000000020000
40                  12565770000000020000
40                  16272720000000105000
40                  16272720000000105000
40                  11626760000000005000
40                  10240740000000010000
40                  17834710000000020000
40                  12409770000000012500
40                  12409770000000012500
40                  12409770000000012500
40                  16963760000000020000
40                  16963760000000020000
40                  16963760000000020000
40                  13670770000000040000
40                  14494790000000030000
50795799   90073781407040000026000000001122500                                  
90795799          1407040000026000000001122500                                  
