00795799TROSGNISTAN MISSION              IS TD01N141007                   
10795799TROSGNISTAN MISSION                                                     
20795799   9007378                                                              
30795799   9007378140801                                                        
40                  16156730000000020000
40                  13562780000000020000
40                  13446700000000020000
40                  17566750000000120000
40                  13008700000000030000
40                  13205710000000020000
40                  12835710000000055000
40                  13372780000000020000
40                  10330750000000020000
40                  13489780000000030000
40                  14693780000000150000
40                  10254770000000040000
40                  14592700000000020000
50795799   90073781408010000231000000008157500                                  
90795799          1408010000231000000008157500                                  
