00795799TROSGNISTAN MISSION              IS TD01N150116            
10795799TROSGNISTAN MISSION                                                     
20795799   9007378                                                              
30795799   9007378140801                                                        
40                  14803750000000020000
40                  16465790000000040000
40                  14816700000000020000
40                  13500730000000020000
40                  17237740000000129700
40                  12499780000000040000
40                  12681760000000040000
40                  12922750000000052500
40                  15574790000000080000
40                  12671780000000045000
40                  11493760000000020000
40                  18518720000000050000
50795799   90073781408010000231000000008157500                                  
90795799          1408010000231000000008157500                                  
