00795799TROSGNISTAN MISSION              IS TD01N141210              
10795799TROSGNISTAN MISSION                                                     
20795799   9007378                                                              
30795799   9007378140801                                                        
40                  10100730000000040000
40                  13845770000000020000
40                  13918790000000020000
40                  11508790000000020000
40                  14004720000000020000
40                  11256730000000025000
40                  12188740000000040000
40                  12188740000000020000
40                  18256780000000020000
50795799   90073781408010000231000000008157500                                  
90795799          1408010000231000000008157500                                  
