00795799TROSGNISTAN MISSION              IS TD01N150318           
10795799TROSGNISTAN MISSION                                                     
20795799   9007378                                                              
30795799   9007378140801                                                        
40                  17876700000000040000
40                  11886710000000020000
40                  12214720000000060000
40                  13408760000000015000
40                  11595730000000020000
40                  13367750000000020000
40                  15652740000000040000
40                  12683740000000060000
40                  18657730000000020000
40                  10433710000000020000
40                  13145740000000050000
40                  14146710000000040000
40                  17792710000000020000
40                  13946750000000020000
40                  11476770000000020000
40                  14974780000000040000
40                  11745720000000050000
40                  18754750000000020000
40                  10830700000000025000
40                  18367740000000020000
40                  13736790000000020000
40                  14569790000000060000
50795799   90073781408010000231000000008157500                                  
90795799          1408010000231000000008157500                                  
