00795799TROSGNISTAN MISSION              IS TD01N150407         
10795799TROSGNISTAN MISSION                                                     
20795799   9007378                                                              
30795799   9007378140801                                                        
40                  10283720000000020000
40                  11763790000000025000
40                  13562780000000020000
40                  17975700000000060000
40                  12674750000000020000
40                  14479780000000040000
40                  13845770000000020000
40                  15317710000000040000
40                  17214710000000045000
40                  13722750000000020000
40                  13909700000000035000
40                  10555730000000020000
40                  17431780000000100000
40                  14409730000000020000
40                  15278780000000040000
40                  18695770000000040000
40                  13372780000000020000
40                  11978700000000020000
40                  15652740000000040000
40                  18205700000000020000
40                  18205700000000020000
40                  10699700000000020000
40                  13143760000000010000
40                  12981730000000060000
40                  12292770000000020000
40                  13448780000000020000
40                  18049700000000020000
40                  16621700000000020000
40                  10765790000000020000
40                  18573740000000040000
40                  10695740000000020000
40                  15940760000000020000
40                  14969750000000040000
40                  14592700000000020000
40                  13672750000000060000
50795799   90073781408010000231000000008157500                                  
90795799          1408010000231000000008157500                                  
