00795799TROSGNISTAN MISSION              IS TD01N150609      
10795799TROSGNISTAN MISSION                                                     
20795799   9007378                                                              
30795799   9007378140801                                                        
40                  13390760000000040000
40                  12162740000000040000
40                  11001710000000020000
40                  12012760000000020000
40                  12954760000000020000
40                  16205740000000020000
40                  17242770000000020000
40                  19133750000000005000
40                  11696710000000040000
40                  10568780000000020000
50795799   90073781408010000231000000008157500                                  
90795799          1408010000231000000008157500                                  
