00795799TROSGNISTAN MISSION              IS TD01N150213           
10795799TROSGNISTAN MISSION                                                     
20795799   9007378                                                              
30795799   9007378140801                                                        
40                  12177770000000020000
40                  13562780000000020000
40                  14492710000000020000
40                  13215790000000040000
40                  11539720000000030000
40                  12996760000000020000
40                  12241790000000040000
40                  11936710000000020000
40                  11954780000000020000
50795799   90073781408010000231000000008157500                                  
90795799          1408010000231000000008157500                                  
