00795799TROSGNISTAN MISSION              IS TD01N150316           
10795799TROSGNISTAN MISSION                                                     
20795799   9007378                                                              
30795799   9007378140801                                                        
40                  10781790000000070000
40                  17476740000000065000
40                  16830770000000020000
40                  10409710000000020000
40                  10860730000000020000
40                  11670710000000020000
40                  10700770000000020000
40                  10643770000000060000
40                  15261770000000130000
40                  15262760000000060000
40                  14136730000000010000
40                  15288760000000070000
40                  14526710000000020000
40                  12523780000000020000
40                  11357710000000100000
40                  16774750000000035000
40                  14004720000000020000
40                  11954780000000020000
40                  19133750000000005000
40                  19133750000000005000
40                  12360740000000020000
50795799   90073781408010000231000000008157500                                  
90795799          1408010000231000000008157500                                  
