00795799TROSGNISTAN MISSION              IS TD01N150519        
10795799TROSGNISTAN MISSION                                                     
20795799   9007378                                                              
30795799   9007378140801                                                        
40                  10485780000000040000
40                  17475750000000060000
40                  14477700000000010000
40                  12096750000000020000
40                  10956780000000020000
40                  13377730000000020000
40                  14631730000000060000
40                  12190700000000010000
40                  18678780000000040000
40                  15224730000000020000
40                  16141710000000005000
40                  11936710000000020000
40                  11663700000000020000
40                  10498730000000010000
40                  10909760000000020000
40                  15266720000000005000
40                  11720710000000020000
40                  11813790000000020000
40                  11238760000000020000
40                  11417790000000040000
40                  10096790000000040000
40                  17898740000000110000
40                  13899720000000010000
50795799   90073781408010000231000000008157500                                  
90795799          1408010000231000000008157500                                  
