00795799TROSGNISTAN MISSION              IS TD01N140915                       
10795799TROSGNISTAN MISSION                                                     
20795799   9007378                                                              
30795799   9007378140801                                                        
40                  12177770000000020000
40                  17306700000000020000
40                  14192740000000040000
40                  12096750000000020000
40                  11244780000000040000
40                  11500770000000080000
40                  15697710000000060000
40                  13831730000000080000
40                  13918790000000020000
40                  18518720000000050000
40                  10594760000000020000
40                  12523780000000020000
40                  13562780000000020000
50795799   90073781408010000231000000008157500                                  
90795799          1408010000231000000008157500                                  
