00795799TROSGNISTAN MISSION              IS TD01N150202           
10795799TROSGNISTAN MISSION                                                     
20795799   9007378                                                              
30795799   9007378140801                                                        
40                  13133780000000120000
40                  14235730000000020000
40                  10904710000000020000
40                  11000720000000040000
40                  17132700000000020000
40                  10437770000000010000
40                  11763790000000025000
40                  17689770000000020000
40                  13768700000000020000
40                  14966780000000040000
40                  13555770000000065000
40                  16833740000000060000
40                  18191760000000030000
40                  10557710000000010000
40                  14574720000000020000
40                  12175790000000125000
40                  12267780000000020000
40                  17126780000000020000
40                  10322750000000020000
40                  10084730000000060000
40                  18145730000000020000
40                  13717720000000005000
40                  19733790000000020000
40                  10769750000000020000
40                  13038740000000020000
40                  12459760000000040000
40                  12413710000000020000
40                  17774730000000080000
40                  11533780000000025000
40                  11295760000000060000
40                  17062740000000020000
40                  11010700000000020000
40                  18210730000000020000
40                  10336790000000020000
40                  11765770000000040000
40                  19676780000000080000
40                  11853700000000012500
40                  12990720000000020000
40                  12080730000000020000
40                  18184750000000060000
40                  12160760000000010000
40                  17452720000000040000
40                  14130790000000010000
40                  10743760000000020000
40                  16955760000000020000
40                  12647790000000002000
40                  12647790000000018000
40                  11634760000000060000
40                  11499700000000020000
40                  11306730000000002500
40                  11290710000000011500
40                  10331740000000020000
40                  12218780000000040000
40                  16892720000000020000
40                  18503790000000020000
40                  11744730000000040000
40                  12476750000000020000
40                  10917760000000020000
40                  16439720000000040000
40                  10377790000000020000
40                  13830740000000040000
40                  15027720000000020000
40                  10242720000000020000
40                  16322720000000020000
40                  13693700000000040000
40                  13667720000000040000
40                  14586780000000020000
40                  10828740000000020000
40                  18303710000000020000
40                  11618760000000020000
40                  16588710000000020000
40                  18322780000000020000
40                  11169790000000020000
40                  15023760000000020000
40                  18795760000000020000
40                  12477740000000040000
40                  10989790000000060000
40                  10308730000000060000
40                  17705770000000035000
40                  12124710000000020000
40                  12594720000000020000
40                  17971740000000060000
40                  17969780000000060000
40                  11860710000000020000
40                  17246730000000040000
40                  10258730000000060000
40                  16102780000000020000
40                  10870710000000010000
40                  10600780000000040000
40                  11795710000000020000
40                  17118780000000020000
40                  16098740000000002500
40                  10786740000000150000
40                  15652740000000040000
40                  12458770000000030000
40                  10940770000000090000
40                  16289730000000010000
40                  11019710000000020000
40                  11964760000000020000
40                  11964760000000020000
40                  11964760000000020000
40                  11964760000000020000
40                  11964760000000020000
40                  16205740000000020000
40                  13550720000000037500
40                  12999730000000020000
40                  10181750000000020000
40                  10688730000000020000
40                  10688730000000020000
40                  10688730000000020000
40                  10688730000000020000
40                  17361720000000020000
40                  17361720000000020000
40                  17361720000000020000
40                  18482740000000010000
40                  10699700000000020000
40                  13569710000000020000
40                  13094750000000020000
40                  12768720000000035000
40                  10143720000000005000
40                  11325700000000020000
40                  11941740000000020000
40                  16737710000000030000
40                  16774750000000035000
40                  10483700000000020000
40                  16285770000000020000
40                  10829730000000020000
40                  14361790000000020000
40                  12759730000000020000
40                  14360700000000020000
40                  18895750000000020000
40                  12183790000000020000
40                  14336710000000020000
40                  16527750000000010000
40                  10115760000000020000
40                  12722770000000020000
40                  13733720000000020000
40                  12552720000000020000
40                  15278780000000040000
40                  12764760000000020000
40                  12420720000000020000
40                  11064750000000040000
40                  12573770000000020000
40                  18786770000000020000
40                  13670770000000040000
40                  12546710000000020000
40                  12918710000000020000
40                  13839750000000020000
40                  12878790000000020000
40                  11150700000000050000
40                  10695740000000020000
40                  12450750000000010000
40                  15327790000000020000
40                  11261760000000020000
40                  14820740000000025000
40                  10653740000000020000
40                  12133700000000020000
40                  11154760000000040000
40                  13380780000000020000
40                  14592700000000020000
40                  13123700000000020000
40                  13013730000000020000
40                  18033780000000040000
50795799   90073781408010000231000000008157500                                  
90795799          1408010000231000000008157500                                  
