00795799TROSGNISTAN MISSION              IS TD01N141112              
10795799TROSGNISTAN MISSION                                                     
20795799   9007378                                                              
30795799   9007378140801                                                        
40                  19581720000000010000
40                  11010700000000020000
40                  11935720000000060000
40                  15016750000000060000
40                  12565770000000020000
40                  14949700000000010000
40                  14454770000000032500
40                  11587730000000020000
40                  12875720000000040000
40                  18162710000000040000
40                  13312710000000020000
40                  12247730000000020000
40                  15316720000000025000
40                  12212740000000010000
40                  17577720000000020000
40                  16124720000000070000
40                  11508790000000020000
40                  12171730000000030000
40                  14267740000000020000
40                  13919780000000100000
40                  13099700000000020000
40                  13899720000000010000
40                  14728770000000050000
50795799   90073781408010000231000000008157500                                  
90795799          1408010000231000000008157500                                  
