00795799TROSGNISTAN MISSION              IS TD01N150211           
10795799TROSGNISTAN MISSION                                                     
20795799   9007378                                                              
30795799   9007378140801                                                        
40                  15675770000000040000
40                  10536770000000100000
40                  13918790000000020000
40                  13490750000000020000
40                  18657730000000020000
40                  18064700000000040000
40                  13402720000000010000
40                  17792710000000020000
40                  13320710000000020000
40                  13919780000000100000
50795799   90073781408010000231000000008157500                                  
90795799          1408010000231000000008157500                                  
