00795799TROSGNISTAN MISSION              IS TD01N150708      
10795799TROSGNISTAN MISSION                                                     
20795799   9007378                                                              
30795799   9007378140801                                                        
40                  12233790000000120000
40                  16800730000000240000
40                  13489780000000030000
40                  12247730000000020000
40                  13593710000000020000
40                  12517760000000020000
40                  10359710000000080000
50795799   90073781408010000231000000008157500                                  
90795799          1408010000231000000008157500                                  
