00795799TROSGNISTAN MISSION              IS TD01N150723      
10795799TROSGNISTAN MISSION                                                     
20795799   9007378                                                              
30795799   9007378140801                                                        
40                  12614780000000020000
40                  15246770000000070000
40                  11357710000000100000
40                  10437770000000010000
40                  13234760000000032500
40                  16090720000000015000
40                  12343760000000020000
40                  13721760000000050000
40                  11431710000000040000
40                  15560750000000020000
40                  14262790000000060000
40                  17795780000000020000
40                  14971710000000020000
40                  11868730000000020000
40                  11670710000000020000
40                  13278730000000020000
40                  13239710000000060000
40                  19638750000000020000
40                  12063740000000020000
40                  15137790000000020000
40                  10536770000000100000
40                  17600730000000060000
40                  13982700000000020000
40                  12451740000000020000
40                  11724770000000020000
40                  12802700000000020000
40                  11677740000000010000
40                  17168770000000009000
40                  18717710000000020000
40                  16318780000000040000
40                  11185790000000040000
40                  14121700000000020000
40                  12419750000000020000
40                  13711780000000020000
40                  12682750000000020000
40                  14044740000000020000
40                  12922750000000052500
40                  14355770000000042500
40                  17109790000000040000
40                  14812740000000030000
40                  10091740000000020000
40                  12859720000000040000
40                  17339710000000020000
40                  15224730000000020000
40                  18162710000000040000
40                  15861710000000010000
40                  10990760000000030000
40                  12502730000000120000
40                  12681760000000040000
40                  11197750000000020000
40                  11197750000000020000
40                  11197750000000020000
40                  11197750000000020000
40                  15364730000000020000
40                  16767740000000005000
40                  10426700000000020000
40                  10585770000000020000
40                  13985770000000020000
40                  11152780000000110000
40                  10349740000000040000
40                  12036780000000020000
40                  12807750000000033000
40                  18111730000000020000
40                  18758710000000030000
40                  13905740000000170000
40                  13652790000000020000
40                  15343790000000020000
40                  13917700000000020000
40                  11420740000000020000
40                  13897740000000015000
40                  13258770000000005000
40                  18914720000000025000
40                  13632740000000020000
40                  12588700000000020000
40                  14807710000000020000
40                  14674710000000060000
40                  14678770000000040000
40                  18522760000000020000
40                  18833700000000020000
40                  13281780000000020000
50795799   90073781408010000231000000008157500                                  
90795799          1408010000231000000008157500                                  
