00795799TROSGNISTAN MISSION              IS TD01N150812  
10795799TROSGNISTAN MISSION                                                     
20795799   9007378                                                              
30795799   9007378140801                                                        
40                  10904710000000020000
40                  11938790000000040000
40                  17449780000000020000
40                  10803730000000020000
40                  17185760000000055000
40                  13353710000000020000
40                  19525710000000060000
40                  13899720000000010000
40                  90000000000000010000
50795799   90073781408010000231000000008157500                                  
90795799          1408010000231000000008157500                                  
