00795799TROSGNISTAN MISSION              IS TD01N141212              
10795799TROSGNISTAN MISSION                                                     
20795799   9007378                                                              
30795799   9007378140801                                                        
40                  17306700000000020000
40                  10781790000000070000
40                  14842780000000020000
40                  14842780000000020000
40                  10743760000000020000
40                  18795760000000020000
40                  13408760000000015000
40                  14492710000000020000
40                  11690770000000070000
40                  13143760000000010000
40                  12875720000000040000
40                  17021740000000200000
40                  13123700000000020000
50795799   90073781408010000231000000008157500                                  
90795799          1408010000231000000008157500                                  
