00795799TROSGNISTAN MISSION              IS TD01N131217                         
10795799TROSGNISTAN MISSION                                                     
20795799   9007378                                                              
30795799   9007378131217                                                        
40                  10233730000000040000       1001124909168156518              
40                  10374720000000100000       1000805708568031496              
40                  10700770000000020000       1004460366068099192              
40                  11743740000000240000       1004452863668182640              
40                  11885720000000034000       1000000000064029042              
40                  11936710000000020000       1000000000063050383              
40                  12165710000000020000       1000805708568025150              
40                  13013730000000020000       1004460366068206250              
40                  13500730000000020000       1000805708568055458              
40                  13512790000000020000       1000805708568164167              
40                  13554780000000020000       1004460366068115035              
40                  13695780000000120000       1000805708568032519              
40                  13900790000000060000       1000000000064041097              
40                  14004720000000020000       1000000000064027423              
40                  14090770000000090000       1001075985068166256              
40                  14266750000000082500       1004460366068118220              
40                  14442720000000020000       1000000000064055072              
40                  14745760000000020000       1004460366068115036              
40                  15037700000000050000       1000805708568023703              
40                  15213760000000020000       1000000000064036909              
40                  15299730000000020000       1000856181368071853              
40                  15316720000000025000       1000000000063043106              
40                  15405740000000050000       1000000000064060152              
40                  16848770000000020000       1004460366068203868              
40                  17169760000000240000       1004460366068114158              
40                  17782730000000020000       1000000000064040775              
40                  17782730000000020000       1000000000064040776              
40                  18199780000000120000       1004452863668182552              
50795799   90073781312170000028000000001551500                                  
90795799          1312170000028000000001551500                                  
