00795799TROSGNISTAN MISSION              IS TD01N141106              
10795799TROSGNISTAN MISSION                                                     
20795799   9007378                                                              
30795799   9007378140801                                                        
40                  10479760000000050000
40                  14142750000000030000
40                  13434740000000240000
40                  16775740000000140000
40                  13480770000000010000
40                  14211710000000040000
40                  14602780000000020000
40                  11298730000000030000
40                  11298730000000030000
40                  17242770000000020000
40                  16621700000000040000
40                  13123700000000020000
50795799   90073781408010000231000000008157500                                  
90795799          1408010000231000000008157500                                  
