00795799TROSGNISTAN MISSION              IS TD01N140801                        
10795799TROSGNISTAN MISSION                                                     
20795799   9007378                                                              
30795799   9007378140801                                                        
40                  17218770000000020000
40                  11920790000000020000
40                  15238770000000040000
40                  14235730000000020000
40                  10537760000000020000
40                  10904710000000020000
40                  10906790000000020000
40                  11364720000000020000
40                  14152720000000020000
40                  12453720000000015000
40                  11431710000000040000
40                  10557710000000010000
40                  12175790000000125000
40                  13562780000000020000
40                  10963790000000040000
40                  14346790000000080000
40                  13188720000000020000
40                  11831770000000040000
40                  13754760000000020000
40                  11053780000000020000
40                  19676780000000080000
40                  17447700000000020000
40                  12990720000000020000
40                  11986700000000035000
40                  14130790000000020000
40                  11649790000000020000
40                  11306730000000002500
40                  11290710000000011500
40                  15152790000000060000
40                  15356730000000020000
40                  11865760000000010000
40                  10917760000000020000
40                  15027720000000020000
40                  13693700000000040000
40                  10014780000000020000
40                  12706770000000020000
40                  10828740000000020000
40                  11241710000000020000
40                  11169790000000020000
40                  13909700000000035000
40                  12577730000000040000
40                  10308730000000060000
40                  13205710000000020000
40                  13514770000000020000
40                  11955770000000025000
40                  14888730000000020000
40                  15315730000000020000
40                  16961780000000040000
40                  10505740000000020000
40                  10320770000000020000
40                  12183790000000020000
40                  13371790000000040000
40                  11886710000000020000
40                  18352710000000080000
40                  19569780000000020000
40                  14905720000000020000
40                  14907700000000020000
40                  13547780000000060000
40                  13220720000000020000
40                  10843750000000035000
40                  11087780000000020000
40                  19651770000000040000
40                  11953790000000060000
40                  12420720000000020000
40                  11064750000000040000
40                  12573770000000020000
40                  18839740000000080000
40                  15020790000000020000
40                  11645730000000005000
40                  12443750000000049000
40                  18717710000000020000
40                  17118780000000020000
40                  12981730000000030000
40                  13444720000000020000
40                  13589770000000020000
40                  11420740000000020000
40                  11864770000000020000
40                  12843710000000045000
40                  18970730000000017000
40                  12880750000000060000
40                  11601750000000020000
40                  15574790000000080000
40                  13792700000000030000
40                  14961730000000010000
40                  14961730000000010000
40                  16346740000000030000
40                  18624730000000060000
40                  10825770000000020000
40                  13266770000000022500
40                  16111770000000032500
40                  10915780000000020000
40                  11924750000000025000
40                  14355770000000042500
40                  15151700000000020000
40                  16098740000000002500
40                  11711720000000220000
40                  12688790000000055000
40                  11609770000000020000
40                  16580790000000080000
40                  11701740000000020000
40                  11713700000000040000
40                  13856730000000010000
40                  14644780000000020000
40                  14204700000000045000
40                  17606770000000020000
40                  14636780000000020000
40                  13670770000000040000
40                  12918710000000020000
40                  17010770000000020000
40                  14358740000000020000
40                  12217790000000017500
40                  18684700000000020000
40                  12215710000000020000
40                  18377720000000040000
40                  15401780000000020000
40                  15401780000000020000
40                  12146750000000060000
40                  10540710000000240000
40                  14370780000000100000
40                  10571730000000030000
40                  11281720000000020000
40                  14544790000000080000
40                  14545780000000060000
40                  14721740000000070000
50795799   90073781408010000231000000008157500                                  
90795799          1408010000231000000008157500                                  
