00795799TROSGNISTAN MISSION              IS TD01N150515        
10795799TROSGNISTAN MISSION                                                     
20795799   9007378                                                              
30795799   9007378140801                                                        
40                  13390760000000040000
40                  14836760000000040000
40                  14136730000000010000
40                  13464770000000020000
40                  13386720000000040000
40                  15628750000000020000
40                  18657730000000020000
50795799   90073781408010000231000000008157500                                  
90795799          1408010000231000000008157500                                  
