00795799TROSGNISTAN MISSION              IS TD01N150225           
10795799TROSGNISTAN MISSION                                                     
20795799   9007378                                                              
30795799   9007378140801                                                        
40                  14056790000000080000
40                  11657780000000040000
40                  14313780000000010000
40                  10074750000000020000
40                  10062790000000020000
40                  14814720000000020000
40                  11044700000000020000
40                  18054720000000010000
40                  13348790000000020000
40                  12383770000000140000
40                  11178780000000020000
40                  13146730000000020000
40                  12670790000000020000
40                  10418700000000020000
40                  12953770000000060000
40                  12663780000000030000
40                  14848720000000020000
40                  10264750000000065000
40                  11266710000000020000
40                  11356720000000030000
40                  10378780000000040000
40                  14682710000000020000
40                  12439710000000025000
40                  18941790000000020000
40                  13506770000000020000
40                  17876700000000040000
40                  11373710000000020000
40                  13278730000000020000
40                  12938770000000060000
40                  12934710000000060000
40                  13239710000000060000
40                  16188750000000080000
40                  14685780000000020000
40                  12063740000000020000
40                  10713720000000020000
40                  14577790000000040000
40                  18825700000000010000
40                  14109760000000020000
40                  14338790000000020000
40                  11910710000000020000
40                  12309780000000040000
40                  15153780000000040000
40                  11452750000000020000
40                  12100790000000020000
40                  11969710000000020000
40                  12892710000000020000
40                  15001720000000020000
40                  18678780000000040000
40                  10754720000000020000
40                  18188710000000020000
40                  18893770000000020000
40                  13302730000000022500
40                  10170780000000020000
40                  12513700000000200000
40                  14968760000000075000
40                  11690770000000020000
40                  10589730000000010000
40                  15997780000000055000
40                  11294770000000020000
40                  16774750000000035000
40                  17339710000000020000
40                  10997790000000060000
40                  10622720000000020000
40                  14537780000000050000
40                  12353730000000020000
40                  10634780000000055000
40                  11317700000000315000
40                  10746730000000010000
40                  14680730000000020000
40                  11972760000000040000
40                  13737780000000010000
40                  11894710000000040000
40                  11724770000000020000
40                  10618780000000030000
40                  12907740000000012500
40                  12682750000000020000
40                  16837700000000010000
40                  15359700000000015000
40                  15282720000000040000
40                  14203710000000020000
40                  13107700000000020000
40                  17989740000000020000
40                  13652790000000020000
40                  12671780000000045000
40                  11036700000000010000
40                  13916710000000020000
40                  11398720000000010000
40                  11076710000000010000
40                  10732790000000020000
40                  13376740000000020000
40                  14052730000000030000
40                  10446760000000020000
40                  10911720000000020000
40                  11328770000000010000
40                  14103720000000020000
40                  18624730000000060000
40                  12325780000000020000
40                  15204770000000040000
40                  10364740000000050000
40                  13858710000000065000
40                  16098740000000002500
40                  11016740000000050000
40                  10093720000000020000
40                  10943740000000050000
40                  10567790000000117500
40                  13984780000000050000
40                  13298790000000010000
40                  12989750000000002500
40                  13745780000000010000
40                  13567730000000020000
40                  11186780000000010000
40                  18758710000000030000
40                  12419750000000020000
40                  16170750000000020000
40                  14974780000000040000
40                  15364730000000020000
40                  10487760000000020000
40                  10376700000000020000
40                  14391730000000020000
40                  15382710000000020000
40                  11160780000000020000
40                  17168770000000009000
40                  17279730000000020000
40                  14303700000000020000
40                  15324720000000020000
40                  13908710000000020000
40                  11476770000000020000
40                  14473740000000020000
40                  10638740000000005000
40                  10293700000000020000
40                  18751780000000020000
40                  16768730000000010000
40                  17455790000000030000
40                  18717710000000020000
40                  10121780000000040000
40                  18723730000000020000
40                  12802700000000020000
40                  10543780000000112500
40                  12688790000000055000
40                  10379770000000020000
40                  17448790000000020000
40                  11493760000000020000
40                  11530710000000020000
40                  14561770000000020000
40                  13120730000000040000
40                  15440710000000020000
40                  15440710000000020000
40                  15684760000000020000
40                  16727730000000010000
40                  11190720000000020000
40                  18754750000000020000
40                  15274720000000025000
40                  13632740000000020000
40                  14763730000000040000
40                  18914720000000025000
40                  12740750000000040000
40                  13258770000000005000
40                  11989770000000020000
40                  13407770000000040000
40                  10571730000000030000
40                  15413740000000030000
40                  19694760000000040000
40                  14017770000000020000
40                  12720790000000020000
40                  11633770000000020000
40                  13919780000000100000
40                  12186760000000020000
40                  14252710000000020000
40                  16921770000000020000
40                  10190740000000020000
40                  18834790000000020000
40                  18645780000000060000
40                  10351790000000040000
40                  14377710000000020000
40                  18371780000000015000
40                  13193750000000060000
40                  17429720000000020000
40                  14435710000000040000
40                  16790750000000030000
40                  14796740000000020000
40                  15331730000000030000
40                  15332720000000020000
40                  12215710000000020000
40                  11624780000000075000
40                  16753700000000020000
40                  17795780000000020000
40                  15431720000000040000
40                  13496790000000020000
40                  11510750000000020000
40                  10299740000000020000
40                  15586750000000020000
40                  17431780000000100000
40                  12169770000000040000
40                  12804780000000020000
40                  16743730000000020000
40                  13099700000000020000
40                  14410700000000020000
50795799   90073781408010000231000000008157500                                  
90795799          1408010000231000000008157500                                  
