00795799TROSGNISTAN MISSION              IS TD01N150507        
10795799TROSGNISTAN MISSION                                                     
20795799   9007378                                                              
30795799   9007378140801                                                        
40                  11115740000000020000
40                  13395710000000020000
40                  12131720000000020000
40                  13367750000000020000
40                  13068770000000040000
40                  13489780000000030000
40                  13437710000000070000
40                  15271750000000010000
40                  12768720000000035000
40                  13378720000000050000
40                  15716780000000020000
40                  15716780000000020000
40                  17242770000000020000
40                  14454770000000032500
40                  13899720000000010000
50795799   90073781408010000231000000008157500                                  
90795799          1408010000231000000008157500                                  
