00795799TROSGNISTAN MISSION              IS TD01N130925                         
10795799TROSGNISTAN MISSION                                                     
20795799   9007378                                                              
30795799   9007378130925                                                        
40                  10039790000000020000       1004222156436814124              
40                  10047790000000020000       1000000000064279021              
40                  10066750000000020000       1000000000064235521              
40                  10111700000000040000       1001066943068318339              
40                  10112790000000010000       1004460366068223520              
40                  10141740000000020000       1000000000033035705              
40                  10142730000000005000       1004460366068208595              
40                  10279780000000030000       1000000000064098050              
40                  10293700000000020000       1000000000064234740              
40                  10378780000000040000       1000805708568083159              
40                  10392700000000040000       1000000000064277179              
40                  10402780000000020000       1001066943068297357              
40                  10437770000000010000       1000805708568030192              
40                  10461760000000020000       1004460366068249194              
40                  10511760000000020000       1000805708568345027              
40                  10589730000000010000       1001066943068308087              
40                  10624700000000020000       1000000000064137398              
40                  10634780000000055000       1000000000063157155              
40                  10703740000000020000       1004452863668456492              
40                  10821710000000020000       1000000000032205839              
40                  10991750000000055000       1000000000064122829              
40                  11076710000000010000       1000000000064074968              
40                  11102790000000020000       1000000000033104066              
40                  11160780000000020000       1000000000063241393              
40                  11186780000000010000       1000000000064091088              
40                  11236780000000020000       1000000000036878725              
40                  11276790000000080000       1000856181368109421              
40                  11314730000000060000       1000805708568018433              
40                  11317700000000275000       1000000000064206510              
40                  11340710000000020000       1000805708568028125              
40                  11396740000000015000       1001066943068301750              
40                  11452750000000020000       1004460366068214096              
40                  11498710000000045000       1000805708568348636              
40                  11540790000000010000       1000805708568048723              
40                  11624780000000075000       1000805708568038702              
40                  11657780000000040000       1000805708568004712              
40                  11692750000000040000       1004460366068169244              
40                  11707780000000040000       1000000000037543054              
40                  11745720000000050000       1000000000036831067              
40                  11745720000000050000       1000000000036831068              
40                  11875740000000130000       1004460366068168855              
40                  11902710000000040000       1000000000064073066              
40                  11944710000000020000       1000000000064096413              
40                  11946790000000015000       1000000000063122713              
40                  11988780000000020000       1000000000064112718              
40                  12102770000000015000       1000000000064239724              
40                  12135780000000025000       1000000000037602023              
40                  12215710000000020000       1004452863668456875              
40                  12232700000000040000       1000000000061107222              
40                  12239730000000020000       1000805708568049623              
40                  12288730000000020000       1000000000064276926              
40                  12312730000000020000       1000805708568028591              
40                  12411730000000020000       1004452863668453116              
40                  12499780000000040000       1000000000064105964              
40                  12501740000000020000       1000856181368109419              
40                  12513700000000200000       1001066943068281881              
40                  12543740000000020000       1000000000063230922              
40                  12580780000000020000       1000000000036833749              
40                  12681760000000040000       1000000000064159604              
40                  12682750000000020000       1000000000063125445              
40                  12683740000000060000       1000000000064252222              
40                  12713780000000020000       1000000000064193860              
40                  12770780000000020000       1000000000063205513              
40                  12791730000000050000       1000805708568417559              
40                  12793710000000045000       1000856181368109420              
40                  12807750000000030000       1000000000063241712              
40                  12859720000000040000       1000000000064064406              
40                  12875720000000040000       1000000000064129850              
40                  12907740000000012500       1000000000063044332              
40                  12913760000000020000       1000000000033113887              
40                  12975710000000020000       1000000000064185910              
40                  13168760000000060000       1000000000064167546              
40                  13193750000000060000       1001121996168444110              
40                  13234760000000032500       1000805708568032849              
40                  13254710000000020000       1000805708568373680              
40                  13255700000000020000       1000805708568010570              
40                  13258770000000005000       1000000000036854921              
40                  13271700000000020000       1000805708568497230              
40                  13373770000000030000       1000000000061002448              
40                  13390760000000040000       1000805708568028600              
40                  13425750000000040000       1000000000064164712              
40                  13480770000000010000       1004460366068140483              
40                  13541740000000020000       1001066943068333113              
40                  13577710000000040000       1000805708568047204              
40                  13580760000000040000       1004460366068245251              
40                  13721760000000040000       1000805708568039977              
40                  13789750000000020000       1000000000063181733              
40                  13789750000000020000       1000000000063181734              
40                  13805750000000020000       1000000000064029807              
40                  13917700000000020000       1000000000061058126              
40                  14103720000000020000       1000000000063251236              
40                  14117760000000020000       1000000000064267013              
40                  14147700000000020000       1000000000033046663              
40                  14203710000000020000       1000000000064101215              
40                  14209750000000020000       1000805708568028946              
40                  14213790000000015000       1000000000063192917              
40                  14224760000000020000       1000000000063187534              
40                  14224760000000020000       1000000000063187535              
40                  14402700000000015000       1000000000064288560              
40                  14442720000000020000       1000000000064047116              
40                  14464750000000020000       1001075985068438478              
40                  14471760000000020000       1000000000037503059              
40                  14622740000000020000       1004460366068223188              
40                  14674710000000060000       1004452863668453831              
40                  14678770000000040000       1004452863668453832              
40                  14762740000000042500       1000000000061025581              
40                  14763730000000040000       1000000000033050062              
40                  14814720000000020000       1000805708568013865              
40                  15031760000000050000       1000000000063128109              
40                  15153780000000040000       1004275012568134689              
40                  15205760000000030000       1000000000063176427              
40                  15274720000000025000       1000000000032137760              
40                  15288760000000070000       1001066943068283503              
40                  15290720000000045000       1000000000063044268              
40                  15334700000000020000       1000000000063122737              
40                  15364730000000020000       1000000000064129124              
40                  15382710000000020000       1000000000064035925              
40                  15440710000000020000       1000000000032220290              
40                  15440710000000020000       1000000000032220291              
40                  15456720000000020000       1000805708568348387              
40                  15516700000000020000       1000805708568017524              
40                  15586750000000020000       1004460366068515876              
40                  15623700000000190000       1000000000061150017              
40                  16072740000000020000       1004452863668452447              
40                  16090720000000015000       1000805708568344816              
40                  16170750000000020000       1000000000061094139              
40                  16500760000000010000       1000000000064276272              
40                  17201760000000020000       1000000000063248469              
40                  17213720000000110000       1000805708568481538              
40                  17224790000000025000       1004460366068243943              
40                  17225780000000020000       1000000000064037185              
40                  17564770000000040000       1004460366068193712              
40                  17612790000000020000       1000805708568488976              
40                  17658740000000025000       1000000000063180994              
40                  17794790000000060000       1001066943068307465              
40                  17989740000000020000       1000000000063033414              
40                  18054720000000010000       1000805708568017434              
40                  18069750000000010000       1000000000063212632              
40                  18178730000000020000       1000000000064246506              
40                  18408750000000020000       1004460366068525972              
40                  18424750000000015000       1000000000063179352              
40                  18505770000000020000       1000000000064266705              
40                  18546780000000020000       1001066943068272488              
40                  18547770000000020000       1000805708568389312              
40                  18706740000000040000       1000805708568426405              
40                  18754750000000020000       1000000000033045819              
40                  18914720000000025000       1000000000032202844              
40                  19745750000000080000       1004460366068149702              
40                  90073780000000020000       1000805708568057299              
50795799   90073781309250000149000000004882500                                  
90795799          1309250000149000000004882500                                  
