00795799TROSGNISTAN MISSION              IS TD01N141107              
10795799TROSGNISTAN MISSION                                                     
20795799   9007378                                                              
30795799   9007378140801                                                        
40                  11909740000000020000
40                  12218780000000040000
40                  18860760000000020000
40                  11483780000000020000
40                  13489780000000030000
40                  12369750000000010000
40                  11076710000000010000
40                  14786760000000030000
40                  16786710000000020000
40                  16157720000000040000
40                  16146760000000010000
40                  10555730000000080000
50795799   90073781408010000231000000008157500                                  
90795799          1408010000231000000008157500                                  
