00795799TROSGNISTAN MISSION              IS TD01N140807                         
10795799TROSGNISTAN MISSION                                                     
20795799   9007378                                                              
30795799   9007378140801                                                        
40                  14598740000000040000
40                  11950720000000020000
40                  10860730000000020000
40                  11425790000000050000
40                  11425790000000050000
40                  11395750000000020000
40                  14138710000000030000
40                  14138710000000030000
40                  12523780000000020000
40                  10940770000000090000
40                  13489780000000030000
40                  11483780000000020000
40                  17003760000000030000
40                  13123700000000020000
40                  11500770000000020000
50795799   90073781408010000231000000008157500                                  
90795799          1408010000231000000008157500                                  
