00795799TROSGNISTAN MISSION              IS TD01N150618      
10795799TROSGNISTAN MISSION                                                     
20795799   9007378                                                              
30795799   9007378140801                                                        
40                  10795730000000020000
40                  10283720000000020000
40                  14473740000000020000
40                  18367740000000020000
40                  11512730000000020000
40                  12204740000000360000
40                  12572780000000020000
40                  14569790000000060000
40                  12190700000000010000
40                  13784700000000040000
40                  12431790000000005000
40                  12214720000000060000
40                  13547780000000060000
40                  11595730000000020000
40                  12567750000000060000
40                  13946750000000020000
40                  12543740000000020000
40                  10330750000000020000
40                  11936710000000020000
40                  15382710000000020000
40                  10376700000000020000
40                  12325780000000020000
40                  11915760000000020000
40                  11915760000000020000
40                  11915760000000020000
40                  11915760000000020000
40                  11915760000000020000
40                  11915760000000020000
40                  16169780000000020000
40                  16169780000000020000
40                  16169780000000020000
40                  15440710000000020000
40                  15440710000000020000
40                  14826780000000020000
40                  15017740000000020000
40                  17328740000000050000
40                  18461790000000020000
40                  11442780000000020000
40                  18197700000000040000
40                  18522760000000020000
40                  15014770000000050000
50795799   90073781408010000231000000008157500                                  
90795799          1408010000231000000008157500                                  
