00795799TROSGNISTAN MISSION              IS TD01N150813  
10795799TROSGNISTAN MISSION                                                     
20795799   9007378                                                              
30795799   9007378140801                                                        
40                  17306700000000020000
40                  10860730000000020000
40                  10064770000000120000
40                  14074770000000020000
40                  17003760000000030000
40                  17003760000000030000
40                  14595770000000040000
40                  12565770000000020000
50795799   90073781408010000231000000008157500                                  
90795799          1408010000231000000008157500                                  
