00795799TROSGNISTAN MISSION              IS TD01N150820  
10795799TROSGNISTAN MISSION                                                     
20795799   9007378                                                              
30795799   9007378140801                                                        
40                  10795730000000020000
40                  10283720000000020000
40                  15246770000000070000
40                  11094790000000040000
40                  11364720000000020000
40                  14803750000000060000
40                  12979770000000020000
40                  10075740000000020000
40                  10072770000000020000
40                  12343760000000020000
40                  11358700000000010000
40                  12618740000000010000
40                  14549740000000040000
40                  18698740000000030000
40                  11353750000000020000
40                  13068770000000040000
40                  14631730000000060000
40                  10536770000000100000
40                  17239720000000020000
40                  12662790000000020000
40                  11303760000000010000
40                  12356700000000005000
40                  12520710000000040000
40                  12520710000000040000
40                  18193740000000060000
40                  18193740000000060000
40                  10364740000000050000
40                  10567790000000117500
40                  10180760000000020000
40                  12466770000000005000
40                  12859720000000040000
40                  16141710000000005000
40                  10310790000000020000
40                  11790760000000015000
40                  10870710000000010000
40                  16318780000000040000
40                  11420740000000020000
40                  10525700000000030000
40                  14121700000000020000
40                  11727740000000120000
40                  14290750000000040000
40                  15205760000000030000
40                  15405740000000020000
40                  10884750000000040000
40                  18064700000000040000
40                  13525740000000020000
40                  14897720000000032500
40                  11954780000000020000
40                  17688780000000020000
40                  10023770000000060000
40                  11442780000000020000
40                  10096790000000040000
50795799   90073781408010000231000000008157500                                  
90795799          1408010000231000000008157500                                  
