00795799TROSGNISTAN MISSION              IS TD01N150112            
10795799TROSGNISTAN MISSION                                                     
20795799   9007378                                                              
30795799   9007378140801                                                        
40                  13702790000000020000
40                  12957730000000020000
40                  17566750000000120000
40                  10574700000000040000
40                  10926750000000020000
40                  14638760000000030000
40                  14409730000000020000
40                  15445760000000480000
40                  12220740000000240000
40                  14136730000000010000
40                  16968710000000040000
40                  13437710000000070000
40                  10699700000000020000
40                  12768720000000035000
40                  12993790000000040000
40                  12993790000000040000
40                  12993790000000040000
40                  12993790000000040000
40                  12993790000000040000
40                  12993790000000040000
40                  10765790000000020000
50795799   90073781408010000231000000008157500                                  
90795799          1408010000231000000008157500                                  
