00795799TROSGNISTAN MISSION              IS TD01N140721                         
10795799TROSGNISTAN MISSION                                                     
20795799   9007378                                                              
30795799   9007378140721                                                        
40                  13046740000000020000
40                  11357710000000100000
40                  12979770000000020000
40                  17898740000000110000
40                  11795710000000020000
40                  10830700000000025000
40                  12568740000000020000
40                  18491730000000020000
40                  14549740000000040000
40                  13577710000000040000
40                  11512730000000020000
40                  13943780000000025000
40                  14986740000000020000
40                  14477700000000010000
40                  12080730000000020000
40                  18698740000000020000
40                  13880730000000020000
40                  14496770000000020000
40                  10956780000000020000
40                  10799790000000020000
40                  14363770000000020000
40                  11276790000000040000
40                  14631730000000060000
40                  16848770000000020000
40                  19638750000000020000
40                  14409730000000020000
40                  11452750000000020000
40                  11925740000000020000
40                  14569790000000020000
40                  10002720000000035000
40                  14266750000000082500
40                  17602710000000020000
40                  12431790000000055000
40                  13739760000000020000
40                  13009790000000070000
40                  10884750000000040000
40                  10903720000000020000
40                  15628750000000020000
40                  10314750000000005000
40                  17590750000000020000
40                  13525740000000020000
40                  15527770000000020000
40                  11094790000000040000
40                  11496730000000020000
40                  10648720000000020000
40                  10310790000000020000
40                  13328730000000020000
40                  11340710000000020000
40                  18960750000000020000
40                  11417790000000025000
40                  10254770000000020000
40                  19694760000000040000
40                  11467780000000010000
50795799   90073781407210000053000000001532500                                
90795799          1407210000053000000001532500                                  
