00795799TROSGNISTAN MISSION              IS TD01N140903                       
10795799TROSGNISTAN MISSION                                                     
20795799   9007378                                                              
30795799   9007378140801                                                        
40                  11989770000000020000
40                  13584720000000020000
40                  14986740000000020000
40                  12647790000000020000
40                  12762780000000020000
40                  14715720000000060000
40                  16961780000000040000
40                  14485700000000020000
40                  15278780000000040000
40                  14749720000000020000
40                  13833710000000020000
40                  14074770000000020000
40                  11573790000000010000
40                  14653760000000050000
40                  10870710000000010000
40                  11293780000000005000
40                  13235750000000010000
40                  15997780000000055000
40                  18377720000000040000
40                  16272720000000105000
40                  12257700000000020000
40                  17529710000000010000
40                  11423710000000020000
40                  11423710000000020000
40                  11423710000000020000
40                  10219710000000020000
40                  10219710000000020000
40                  11713700000000040000
40                  12217790000000017500
40                  10347760000000040000
40                  10695740000000020000
40                  11154760000000040000
40                  14177730000000020000
40                  14177730000000020000
50795799   90073781408010000231000000008157500                                  
90795799          1408010000231000000008157500                                  
