00795799TROSGNISTAN MISSION              IS TD01N141211              
10795799TROSGNISTAN MISSION                                                     
20795799   9007378                                                              
30795799   9007378140801                                                        
40                  11001710000000040000
40                  13250750000000080000
40                  15236790000000040000
40                  15433700000000020000
40                  15433700000000020000
40                  11993710000000020000
40                  11739700000000020000
40                  15997780000000055000
40                  16132720000000020000
50795799   90073781408010000231000000008157500                                  
90795799          1408010000231000000008157500                                  
