00795799TROSGNISTAN MISSION              IS TD01N150402         
10795799TROSGNISTAN MISSION                                                     
20795799   9007378                                                              
30795799   9007378140801                                                        
40                  18880720000000020000
40                  17218770000000020000
40                  10885740000000040000
40                  10340730000000040000
40                  13414780000000020000
40                  14803750000000040000
40                  10198760000000020000
40                  15116740000000020000
40                  10557710000000010000
40                  12038760000000020000
40                  10331740000000020000
40                  10574700000000020000
40                  10242720000000020000
40                  16322720000000020000
40                  13395710000000020000
40                  14504770000000020000
40                  15093710000000020000
40                  12695700000000032500
40                  10778740000000020000
40                  17340780000000020000
40                  16961780000000040000
40                  12835710000000055000
40                  14356760000000040000
40                  15057750000000020000
40                  13833710000000020000
40                  11938790000000040000
40                  16643740000000120000
40                  16643740000000060000
40                  14732710000000050000
40                  18786770000000020000
40                  10624700000000020000
40                  13235750000000010000
40                  14652770000000030000
40                  14697740000000010000
40                  16174710000000020000
40                  11480710000000020000
40                  16981740000000020000
40                  17304720000000007500
40                  10110710000000020000
40                  17741730000000010000
40                  13883700000000070000
40                  10653740000000020000
40                  12546710000000040000
40                  12217790000000017500
40                  12878790000000020000
40                  10347760000000040000
40                  13758720000000020000
40                  10256750000000020000
40                  12647790000000020000
40                  14494790000000030000
40                  14714730000000729805
50795799   90073781408010000231000000008157500                                  
90795799          1408010000231000000008157500                                  
