00795799TROSGNISTAN MISSION              IS TD01N150617      
10795799TROSGNISTAN MISSION                                                     
20795799   9007378                                                              
30795799   9007378140801                                                        
40                  13702790000000020000
40                  10374720000000020000
40                  10265740000000120000
40                  18439780000000020000
40                  12662790000000020000
40                  14732710000000050000
40                  12511720000000120000
40                  16775740000000070000
40                  10940770000000090000
40                  15574790000000080000
40                  18717710000000020000
40                  11325700000000020000
40                  10909760000000020000
40                  15290720000000045000
40                  10600780000000040000
40                  15349730000000040000
40                  15349730000000040000
40                  15349730000000040000
40                  15349730000000040000
40                  15349730000000040000
40                  15349730000000040000
40                  14086730000000120000
40                  14693780000000180000
40                  15358710000000020000
50795799   90073781408010000231000000008157500                                  
90795799          1408010000231000000008157500                                  
