00795799TROSGNISTAN MISSION              IS TD01N150218           
10795799TROSGNISTAN MISSION                                                     
20795799   9007378                                                              
30795799   9007378140801                                                        
40                  17631760000000020000
40                  12190700000000010000
40                  13784700000000040000
40                  14886750000000020000
40                  12214720000000060000
40                  11595730000000020000
40                  10223750000000040000
40                  17834710000000020000
40                  10279780000000030000
40                  12681760000000040000
40                  12683740000000060000
40                  14224760000000020000
40                  18965700000000005000
40                  18518720000000050000
40                  10292710000000050000
40                  11238760000000020000
40                  17021740000000200000
40                  13736790000000020000
50795799   90073781408010000231000000008157500                                  
90795799          1408010000231000000008157500                                  
