00795799TROSGNISTAN MISSION              IS TD01N140710                         
10795799TROSGNISTAN MISSION                                                     
20795799   9007378                                                              
30795799   9007378140710                                                        
40                  12638700000000020000
40                  10574700000000020000
40                  12136770000000040000
40                  13068770000000040000
40                  12773750000000020000
40                  14370780000000100000
40                  13918790000000040000
40                  13143760000000010000
40                  10600780000000040000
40                  11016740000000040000
40                  11016740000000040000
40                  11016740000000040000
40                  11016740000000040000
40                  11016740000000040000
40                  11016740000000040000
40                  18170710000000035000
40                  12523780000000020000
40                  15433700000000020000
40                  10433710000000020000
40                  13982700000000020000
50795799   90073781407100000020000000000685000                                  
90795799          1407100000020000000000685000                                  
