00795799TROSGNISTAN MISSION              IS TD01N150810  
10795799TROSGNISTAN MISSION                                                     
20795799   9007378                                                              
30795799   9007378140801                                                        
40                  13223790000000030000
40                  13025790000000080000
40                  13845770000000020000
40                  10904710000000020000
40                  14319720000000020000
40                  10989790000000060000
40                  12076790000000020000
40                  11539720000000030000
40                  13215790000000020000
40                  14568700000000010000
40                  13148710000000042500
40                  11154760000000040000
40                  13123700000000020000
50795799   90073781408010000231000000008157500                                  
90795799          1408010000231000000008157500                                  
