00795799TROSGNISTAN MISSION              IS TD01N141020                   
10795799TROSGNISTAN MISSION                                                     
20795799   9007378                                                              
30795799   9007378140801                                                        
40                  11442780000000020000
40                  12374780000000020000
40                  10795730000000020000
40                  10283720000000020000
40                  11896790000000020000
40                  12979770000000020000
40                  11382700000000020000
40                  14070710000000040000
40                  12568740000000020000
40                  18181780000000020000
40                  18024790000000020000
40                  17475750000000020000
40                  10956780000000020000
40                  17272700000000020000
40                  12501740000000020000
40                  13513780000000020000
40                  14631730000000060000
40                  13480770000000010000
40                  12773750000000020000
40                  19745750000000080000
40                  10142730000000005000
40                  12190700000000010000
40                  13554780000000020000
40                  13784700000000040000
40                  13739760000000020000
40                  12192780000000020000
40                  13009790000000070000
40                  17239720000000020000
40                  13464770000000020000
40                  13792700000000030000
40                  14146710000000040000
40                  18064700000000040000
40                  11926730000000010000
40                  12681760000000040000
40                  11813790000000020000
40                  14122790000000020000
40                  10508710000000060000
40                  11417790000000030000
40                  18461790000000020000
40                  13103740000000040000
40                  16829700000000020000
40                  10096790000000040000
40                  10299740000000020000
40                  12572780000000020000
40                  16848770000000020000
50795799   90073781408010000231000000008157500                                  
90795799          1408010000231000000008157500                                  
