00795799TROSGNISTAN MISSION              IS TD01N141015                   
10795799TROSGNISTAN MISSION                                                     
20795799   9007378                                                              
30795799   9007378140801                                                        
40                  12177770000000020000
40                  14728770000000050000
40                  12793710000000090000
40                  14492710000000020000
40                  13022720000000030000
40                  12099720000000020000
40                  10528770000000020000
40                  13905740000000170000
40                  11508790000000020000
40                  18507750000000020000
40                  18507750000000020000
40                  18507750000000020000
40                  15031760000000050000
40                  12996760000000020000
40                  14267740000000020000
40                  11893720000000010000
40                  15279770000000020000
40                  13145740000000050000
40                  14266750000000082500
50795799   90073781408010000231000000008157500                                  
90795799          1408010000231000000008157500                                  
