00795799TROSGNISTAN MISSION              IS TD01N141117              
10795799TROSGNISTAN MISSION                                                     
20795799   9007378                                                              
30795799   9007378140801                                                        
40                  17306700000000020000
40                  10032760000000060000
40                  11989770000000020000
40                  15675770000000040000
40                  17545710000000060000
40                  16465790000000020000
40                  16465790000000020100
40                  12096750000000020000
40                  12477740000000040000
40                  10643770000000060000
40                  13198700000000060000
40                  15288760000000070000
40                  18970730000000017000
40                  10912710000000040000
40                  11042720000000050000
40                  11042720000000050000
40                  11042720000000050000
40                  14345700000000005000
40                  10547740000000060000
40                  12492750000000020000
40                  12492750000000020000
40                  11256730000000025000
40                  18367740000000040000
40                  14084750000000020000
40                  10765790000000020000
40                  14090770000000100000
50795799   90073781408010000231000000008157500                                  
90795799          1408010000231000000008157500                                  
