00795799TROSGNISTAN MISSION              IS TD01N150204           
10795799TROSGNISTAN MISSION                                                     
20795799   9007378                                                              
30795799   9007378140801                                                        
40                  18880720000000020000
40                  16156730000000020000
40                  14728770000000050000
40                  10885740000000040000
40                  10340730000000040000
40                  14496770000000040000
40                  13880730000000020000
40                  15317710000000040000
40                  12136770000000040000
40                  12829790000000020000
40                  14577790000000020000
40                  12835710000000055000
40                  10892750000000020000
40                  15057750000000020000
40                  11539720000000030000
40                  10984740000000020000
40                  17998730000000045000
40                  13985770000000020000
40                  13068770000000040000
40                  10624700000000020000
40                  19704740000000020000
40                  10027730000000010000
40                  11609770000000020000
40                  10119720000000015000
40                  13448780000000020000
40                  14521760000000040000
40                  17488700000000020000
40                  17488700000000020000
40                  17488700000000020000
40                  17488700000000020000
40                  10702750000000010000
40                  15482700000000020000
50795799   90073781408010000231000000008157500                                  
90795799          1408010000231000000008157500                                  
