00795799TROSGNISTAN MISSION              IS TD01N150804     
10795799TROSGNISTAN MISSION                                                     
20795799   9007378                                                              
30795799   9007378140801                                                        
40                  17218770000000020000
40                  16156730000000020000
40                  10100730000000020000
40                  11410760000000020000
40                  18730740000000020000
40                  10975750000000040000
40                  17021740000000220000
40                  14592700000000020000
40                  13208780000000027500
40                  13833710000000020000
40                  17304720000000007500
40                  15433700000000020000
40                  15433700000000020000
40                  14402700000000015000
40                  11864770000000020000
40                  12171730000000030000
40                  13489780000000030000
40                  14653760000000050000
40                  11609770000000020000
40                  13365770000000020000
40                  17062740000000020000
40                  14042760000000020000
40                  14032780000000060000
40                  14031790000000050000
40                  13758720000000020000
40                  12670790000000020000
40                  10557710000000010000
40                  10617790000000020000
50795799   90073781408010000231000000008157500                                  
90795799          1408010000231000000008157500                                  
