00795799TROSGNISTAN MISSION              IS TD01N150709      
10795799TROSGNISTAN MISSION                                                     
20795799   9007378                                                              
30795799   9007378140801                                                        
40                  18883790000000040000
40                  12476750000000020000
40                  18730740000000020000
40                  18323770000000020000
40                  11483780000000020000
40                  11143700000000020000
40                  13373770000000030000
40                  13013730000000020000
50795799   90073781408010000231000000008157500                                  
90795799          1408010000231000000008157500                                  
