00795799TROSGNISTAN MISSION              IS TD01N141002                   
10795799TROSGNISTAN MISSION                                                     
20795799   9007378                                                              
30795799   9007378140801                                                        
40                  17218770000000020000
40                  14245710000000020000
40                  13084770000000020000
40                  16833740000000060000
40                  12901700000000020000
40                  17191780000000320000
40                  17126780000000020000
40                  18145730000000020000
40                  11937700000000020000
40                  10766780000000020000
40                  15120780000000020000
40                  10794740000000060000
40                  14005710000000040000
40                  15043720000000020000
40                  12080730000000020000
40                  12160760000000010000
40                  14130790000000010000
40                  11634760000000060000
40                  13360720000000020000
40                  17214710000000045000
40                  14570760000000020000
40                  10221770000000020000
40                  12461720000000020000
40                  11067720000000010000
40                  11281720000000020000
40                  17969780000000060000
40                  17971740000000060000
40                  11470730000000020000
40                  14923700000000020000
40                  10241730000000040000
40                  18843780000000040000
40                  11938790000000040000
40                  12420720000000020000
40                  10130770000000020000
40                  14171790000000020000
40                  18970730000000017000
40                  12843710000000050000
40                  17304720000000002500
40                  10699700000000020000
40                  11354740000000130000
40                  13266770000000022500
40                  19762730000000040000
40                  12996760000000020000
40                  10600780000000040000
40                  17124700000000020000
40                  10349740000000040000
40                  12937780000000030000
40                  10912710000000040000
40                  12254730000000040000
40                  12254730000000040000
40                  11701740000000020000
40                  11713700000000040000
40                  16668740000000020000
40                  13448780000000020000
40                  12930750000000020000
40                  14786760000000040000
40                  12413710000000020000
40                  14358740000000020000
40                  14031790000000080000
40                  14032780000000060000
40                  13758720000000020000
40                  10256750000000020000
40                  14083760000000060000
40                  14969750000000040000
40                  14017770000000020000
40                  10453760000000020000
40                  13123700000000020000
50795799   90073781408010000231000000008157500                                  
90795799          1408010000231000000008157500                                  
