00795799TROSGNISTAN MISSION              IS TD01N140107                         
10795799TROSGNISTAN MISSION                                                     
20795799   9007378                                                              
30795799   9007378140107                                                        
40                  10040760000000020000       1000805708568123814              
40                  10203790000000060000       1000805708568066985              
40                  10212780000000080000       1000000000064015884              
40                  10453760000000020000       1000000000035600617              
40                  10487760000000020000       1000000000063091487              
40                  10547740000000060000       1000000000062054152              
40                  10574700000000020000       1000805708568132152              
40                  10603750000000195000       1001066943068356579              
40                  10634780000000055000       1000000000064004539              
40                  10648720000000020000       1000000000061050478              
40                  10648720000000020000       1000000000061050479              
40                  10648720000000020000       1000000000061050480              
40                  10648720000000020000       1000000000061050481              
40                  10699700000000020000       1000000000063001327              
40                  10705720000000020000       1000805708568030911              
40                  10765790000000020000       1001121996168437002              
40                  10912710000000040000       1000000000061059425              
40                  10915780000000020000       1000000000062090065              
40                  11009730000000100000       1000000000063023551              
40                  11102790000000020000       1000000000034190146              
40                  11282710000000040000       1000000000034126902              
40                  11565790000000120000       1000805708568109505              
40                  11601750000000020000       1000000000064086373              
40                  11609770000000020000       1000033194234171965              
40                  11615790000000040000       1001066943068339899              
40                  11893720000000010000       1000000000063099354              
40                  11940750000000040000       1000805708568146530              
40                  11993710000000020000       1000000000063129680              
40                  12102770000000015000       1000000000062021491              
40                  12220740000000240000       1001066943068346224              
40                  12477740000000040000       1000856181368203720              
40                  12768720000000035000       1000000000064036449              
40                  12828700000000040000       1000805708568067567              
40                  12883720000000020000       1000000000063106692              
40                  12949740000000020000       1000000000063093432              
40                  13123700000000020000       1004801582068472165              
40                  13178740000000020000       1000000000064045054              
40                  13328730000000040000       1000000000034126566              
40                  13584720000000020000       1000805708568053130              
40                  13615750000000025000       1000000000035623139              
40                  13631750000000020000       1000000000062017674              
40                  13702790000000020000       1000805708568052317              
40                  13709720000000020000       1000805708568109245              
40                  13795770000000050000       1001066943068376599              
40                  13845770000000020000       1000805708568123930              
40                  13918790000000020000       1001066943068372411              
40                  14083760000000030000       1000000000035298829              
40                  14147700000000020000       1004460366068254175              
40                  14177730000000020000       1000000000035619727              
40                  14210720000000020000       1000805708568064558              
40                  14531740000000020000       1000000000035600795              
40                  14577790000000020000       1004460366068264738              
40                  14592700000000020000       1004460366068253136              
40                  14595770000000040000       1000000000061074494              
40                  14632720000000100000       1000805708568066792              
40                  14633710000000020000       1000000000062021075              
40                  14682710000000020000       1000805708568079183              
40                  14762740000000042500       1000000000063131764              
40                  14949700000000010000       1000000000064023464              
40                  14961730000000010000       1000000000061063900              
40                  15347750000000020000       1000805708568107183              
40                  15684760000000020000       1000000000034214644              
40                  16111770000000032500       1000000000064036067              
40                  16174710000000020000       1000000000064052194              
40                  16265710000000095000       1000000000034222776              
40                  16783740000000020000       1000000000061009398              
40                  16823760000000020000       1000000000034167193              
40                  16829700000000020000       1000000000035607066              
40                  16914760000000030000       1000000000063010217              
40                  17058700000000020000       1000000000034182437              
40                  17191780000000080000       1000805708568056546              
40                  17602710000000020000       1001066943068336314              
40                  17741730000000010000       1000000000062072383              
40                  17750710000000060000       1000000000063091545              
40                  17834710000000020000       1000000000062041238              
40                  18055710000000020000       1000000000034183339              
40                  18108780000000435000       1000000000063115392              
40                  18256780000000040000       1000805708568147578              
40                  18351720000000042500       1000000000061040041              
40                  18568710000000020000       1000000000063091528              
40                  18754750000000020000       1000000000034148351              
40                  18860760000000020000       1000000000063114057              
40                  19697730000000060000       1001066943068373964              
50795799   90073781401070000083000000003382500                                  
90795799          1401070000083000000003382500                                  
