00795799TROSGNISTAN MISSION              IS TD01N150123            
10795799TROSGNISTAN MISSION                                                     
20795799   9007378                                                              
30795799   9007378140801                                                        
40                  10520750000000360000
40                  11657780000000040000
40                  14313780000000010000
40                  10074750000000020000
40                  10251700000000040000
40                  10062790000000020000
40                  11044700000000020000
40                  18054720000000010000
40                  13348790000000020000
40                  12383770000000140000
40                  12979770000000020000
40                  12008720000000020000
40                  13315780000000020000
40                  13315780000000020500
40                  13562780000000020000
40                  12233790000000120000
40                  13943780000000025000
40                  15146780000000020000
40                  14192740000000020000
40                  12839770000000230000
40                  18049700000000020000
40                  15299730000000020000
40                  14363770000000020000
40                  12761790000000060000
40                  14109760000000020000
40                  18201740000000020000
40                  15153780000000040000
40                  13554780000000020000
40                  10461760000000020000
40                  11690770000000020000
40                  17794790000000060000
40                  10589730000000010000
40                  11379750000000040000
40                  12807750000000033000
40                  10622720000000020000
40                  14537780000000050000
40                  10093720000000020000
40                  10543780000000112500
40                  14561770000000020000
40                  11076710000000010000
40                  17109790000000040000
40                  10525700000000030000
40                  17168770000000009000
40                  14812740000000030000
40                  10121780000000040000
40                  13660790000000067500
40                  11733760000000020000
40                  16141710000000005000
40                  12325780000000020000
40                  11186780000000010000
40                  17577720000000020000
40                  17448790000000020000
40                  12523780000000020000
40                  17998730000000045000
40                  12989750000000002500
40                  12989750000000002500
40                  14652770000000030000
40                  14697740000000010000
40                  10365730000000050000
40                  16318780000000040000
40                  12683740000000060000
40                  10222760000000020000
40                  12149720000000050000
40                  12087760000000020000
40                  12985790000000020000
40                  14672730000000010000
40                  17750710000000060000
40                  12029770000000020000
40                  12386740000000060000
40                  10911720000000020000
40                  10059740000000010000
40                  17613780000000020000
40                  12247730000000020000
40                  18162710000000040000
40                  18613760000000030000
40                  13897740000000015000
40                  12241790000000040000
40                  10909760000000020000
40                  11745720000000050000
40                  11954780000000020000
40                  15274720000000025000
40                  10194700000000052500
40                  16963760000000020000
40                  12740750000000040000
40                  11236780000000020000
40                  11102790000000020000
40                  17688780000000020000
40                  15684760000000020000
40                  14986740000000020000
40                  12928790000000020000
40                  13612780000000020000
40                  13193750000000060000
40                  10075740000000020000
40                  13103740000000040000
40                  16829700000000020000
40                  14608720000000040000
40                  11380720000000040000
40                  11834740000000010000
40                  14622740000000020000
40                  11567770000000040000
40                  15137790000000020000
50795799   90073781408010000231000000008157500                                  
90795799          1408010000231000000008157500                                  
