00795799TROSGNISTAN MISSION              IS TD01N150714      
10795799TROSGNISTAN MISSION                                                     
20795799   9007378                                                              
30795799   9007378140801                                                        
40                  17306700000000020000
40                  10557710000000010000
40                  10088790000000020000
40                  18507750000000020000
40                  18507750000000020000
40                  18507750000000020000
40                  12683740000000060000
40                  10439750000000020000
40                  15405740000000020000
40                  14146710000000040000
40                  10702750000000010000
50795799   90073781408010000231000000008157500                                  
90795799          1408010000231000000008157500                                  
