00795799TROSGNISTAN MISSION              IS TD01N150113            
10795799TROSGNISTAN MISSION                                                     
20795799   9007378                                                              
30795799   9007378140801                                                        
40                  12638700000000020000
40                  14070710000000415000
40                  14621750000000010000
40                  14727780000000030000
40                  11425790000000150000
40                  14146710000000040000
40                  12954760000000020000
40                  11480710000000020000
40                  12496710000000020000
40                  13789750000000020000
40                  10623710000000020000
40                  10265740000000120000
50795799   90073781408010000231000000008157500                                  
90795799          1408010000231000000008157500                                  
