00795799TROSGNISTAN MISSION              IS TD01N150417         
10795799TROSGNISTAN MISSION                                                     
20795799   9007378                                                              
30795799   9007378140801                                                        
40                  17306700000000020000
40                  13223790000000030000
40                  13784700000000040000
40                  12624760000000060000
40                  12214720000000060000
40                  12192780000000020000
40                  11595730000000020000
40                  11153770000000180000
40                  12954760000000020000
40                  11893720000000010000
40                  11444760000000020000
40                  11444760000000020000
40                  11444760000000020000
40                  11444760000000020000
40                  11444760000000020000
40                  11444760000000020000
40                  10830700000000025000
40                  13377730000000020000
50795799   90073781408010000231000000008157500                                  
90795799          1408010000231000000008157500                                  
