00795799TROSGNISTAN MISSION              IS TD01N150330         
10795799TROSGNISTAN MISSION                                                     
20795799   9007378                                                              
30795799   9007378140801                                                        
40                  12113740000000020000
40                  12614780000000020000
40                  18883790000000040000
40                  12007730000000020000
40                  10977730000000030000
40                  14598740000000020000
40                  17910780000000020000
40                  17358770000000020000
40                  13506770000000020000
40                  17272700000000060000
40                  12286750000000040000
40                  12714770000000020000
40                  11499700000000020000
40                  10611750000000060000
40                  11898770000000040000
40                  11966740000000010000
40                  17480780000000040000
40                  18256780000000020000
40                  17222710000000020000
40                  10325720000000020000
40                  10275720000000020000
40                  11950720000000020000
40                  10290730000000090000
40                  12584740000000010000
40                  11503740000000020000
40                  11827730000000070000
40                  14170700000000020000
40                  13250750000000020000
40                  10470750000000020000
40                  18252720000000050000
40                  11776740000000020000
40                  15780790000000135000
40                  13230700000000020000
40                  14319720000000020000
40                  14901760000000020000
40                  10619770000000020000
40                  12638700000000020000
40                  13344730000000147500
40                  13304710000000155000
40                  14152720000000020000
40                  13146730000000020000
40                  11623790000000120000
40                  19564730000000200000
40                  15675770000000040000
40                  10321760000000020000
40                  18198790000000040000
40                  10485780000000040000
40                  12108710000000065000
40                  12009710000000090000
40                  12900710000000010000
40                  11166720000000120000
40                  10471740000000007500
40                  13584720000000020000
40                  10837730000000020000
40                  15037700000000065000
40                  13555770000000065000
40                  12821770000000020000
40                  10662730000000020000
40                  13617730000000020000
40                  16833740000000060000
40                  19514740000000010000
40                  18191760000000030000
40                  19118740000000020000
40                  11507700000000020000
40                  16748780000000020000
40                  12798760000000020000
40                  12175790000000125000
40                  14204700000000045000
40                  12267780000000020000
40                  12407790000000020000
40                  15388750000000020000
40                  12290790000000020000
40                  17441760000000020000
40                  12091700000000020000
40                  17126780000000020000
40                  16233700000000020000
40                  19567700000000005000
40                  12233790000000120000
40                  17793700000000040000
40                  14728770000000050000
40                  10322750000000020000
40                  12011770000000020000
40                  12535740000000060000
40                  15469770000000025000
40                  10006780000000070000
40                  12447710000000010000
40                  18145730000000020000
40                  18802770000000020000
40                  17790730000000010000
40                  10378780000000040000
40                  18607740000000020000
40                  13038740000000020000
40                  14226740000000020000
40                  18655750000000020000
40                  13401730000000040000
40                  12459760000000040000
40                  10125740000000020000
40                  14632720000000090000
40                  14398760000000020000
40                  10106770000000020000
40                  13943780000000025000
40                  17961760000000020000
40                  11620720000000020000
40                  18272780000000040000
40                  10728750000000040000
40                  14088710000000020000
40                  12413710000000020000
40                  17461710000000040000
40                  13368740000000020000
40                  18010750000000025000
40                  14756720000000030000
40                  11412740000000037500
40                  18475730000000030000
